region,year,units,value,scenario
ARG,2005,ug/m3,4.22575332,SSP2
AUS,2005,ug/m3,4.873390369,SSP2
AUT,2005,ug/m3,7.316238697,SSP2
BGR,2005,ug/m3,10.21860295,SSP2
BLX,2005,ug/m3,8.811890672,SSP2
BRA,2005,ug/m3,4.252108013,SSP2
CAN,2005,ug/m3,5.652296543,SSP2
CHE,2005,ug/m3,8.912415957,SSP2
CHL,2005,ug/m3,26.84631891,SSP2
CHN,2005,ug/m3,33.03586864,SSP2
COR,2005,ug/m3,16.94521771,SSP2
EAF,2005,ug/m3,11.22113121,SSP2
EGY,2005,ug/m3,30.85962618,SSP2
ESP,2005,ug/m3,9.146619902,SSP2
FIN,2005,ug/m3,3.576210099,SSP2
FRA,2005,ug/m3,9.353841334,SSP2
GBR,2005,ug/m3,5.616905218,SSP2
GOLF,2005,ug/m3,37.67801902,SSP2
GRC,2005,ug/m3,12.9900343,SSP2
HUN,2005,ug/m3,7.558134698,SSP2
IDN,2005,ug/m3,9.189928416,SSP2
ITA,2005,ug/m3,13.81990672,SSP2
JPN,2005,ug/m3,12.76889558,SSP2
KAZ,2005,ug/m3,11.85468846,SSP2
MEME,2005,ug/m3,18.62053821,SSP2
MEX,2005,ug/m3,9.302351719,SSP2
MON,2005,ug/m3,17.06189797,SSP2
MYS,2005,ug/m3,6.461979498,SSP2
NDE,2005,ug/m3,24.78681162,SSP2
NOA,2005,ug/m3,17.22890505,SSP2
NOR,2005,ug/m3,3.120537167,SSP2
NZL,2005,ug/m3,10.34294303,SSP2
PAC,2005,ug/m3,5.309684968,SSP2
PHL,2005,ug/m3,5.688781555,SSP2
POL,2005,ug/m3,5.739892311,SSP2
RCAM,2005,ug/m3,8.717877623,SSP2
RCEU,2005,ug/m3,9.573035673,SSP2
RCZ,2005,ug/m3,7.64823381,SSP2
RFA,2005,ug/m3,9.073543198,SSP2
RIS,2005,ug/m3,28.22595825,SSP2
ROM,2005,ug/m3,7.949256508,SSP2
RSA,2005,ug/m3,10.57449539,SSP2
RSAM,2005,ug/m3,6.782816648,SSP2
RSAS,2005,ug/m3,27.46825499,SSP2
RSEA,2005,ug/m3,12.65069958,SSP2
RUE,2005,ug/m3,5.44643913,SSP2
RUS,2005,ug/m3,6.480389434,SSP2
SAF,2005,ug/m3,5.37877176,SSP2
SWE,2005,ug/m3,4.459831947,SSP2
THA,2005,ug/m3,14.34223831,SSP2
TUR,2005,ug/m3,10.14131204,SSP2
TWN,2005,ug/m3,11.95792881,SSP2
UKR,2005,ug/m3,4.333128694,SSP2
USA,2005,ug/m3,7.633723006,SSP2
VNM,2005,ug/m3,23.68567955,SSP2
WAF,2005,ug/m3,27.10078054,SSP2
ARG,2010,ug/m3,5.023360919,SSP2
AUS,2010,ug/m3,4.800685383,SSP2
AUT,2010,ug/m3,7.181569285,SSP2
BGR,2010,ug/m3,9.056562737,SSP2
BLX,2010,ug/m3,7.323383202,SSP2
BRA,2010,ug/m3,4.81813275,SSP2
CAN,2010,ug/m3,4.920989928,SSP2
CHE,2010,ug/m3,8.1112848,SSP2
CHL,2010,ug/m3,27.93875743,SSP2
CHN,2010,ug/m3,32.75536628,SSP2
COR,2010,ug/m3,15.20155816,SSP2
EAF,2010,ug/m3,11.48114294,SSP2
EGY,2010,ug/m3,32.28274909,SSP2
ESP,2010,ug/m3,5.95973179,SSP2
FIN,2010,ug/m3,3.634828632,SSP2
FRA,2010,ug/m3,7.47538081,SSP2
GBR,2010,ug/m3,4.506075027,SSP2
GOLF,2010,ug/m3,39.19673535,SSP2
GRC,2010,ug/m3,11.09258108,SSP2
HUN,2010,ug/m3,8.416795937,SSP2
IDN,2010,ug/m3,10.01352259,SSP2
ITA,2010,ug/m3,12.03296071,SSP2
JPN,2010,ug/m3,11.75731421,SSP2
KAZ,2010,ug/m3,11.83179487,SSP2
MEME,2010,ug/m3,18.96229729,SSP2
MEX,2010,ug/m3,6.860278156,SSP2
MON,2010,ug/m3,15.64679381,SSP2
MYS,2010,ug/m3,7.367839844,SSP2
NDE,2010,ug/m3,31.94064309,SSP2
NOA,2010,ug/m3,16.28168408,SSP2
NOR,2010,ug/m3,3.099138615,SSP2
NZL,2010,ug/m3,10.29220811,SSP2
PAC,2010,ug/m3,5.3171794,SSP2
PHL,2010,ug/m3,5.475029301,SSP2
POL,2010,ug/m3,5.745723779,SSP2
RCAM,2010,ug/m3,8.600301951,SSP2
RCEU,2010,ug/m3,10.20719145,SSP2
RCZ,2010,ug/m3,7.484134402,SSP2
RFA,2010,ug/m3,8.031602559,SSP2
RIS,2010,ug/m3,30.17475392,SSP2
ROM,2010,ug/m3,7.95865424,SSP2
RSA,2010,ug/m3,10.54557964,SSP2
RSAM,2010,ug/m3,6.723684339,SSP2
RSAS,2010,ug/m3,32.47337535,SSP2
RSEA,2010,ug/m3,13.19828972,SSP2
RUE,2010,ug/m3,5.179974851,SSP2
RUS,2010,ug/m3,6.404908141,SSP2
SAF,2010,ug/m3,5.671641502,SSP2
SWE,2010,ug/m3,4.021920691,SSP2
THA,2010,ug/m3,14.24360978,SSP2
TUR,2010,ug/m3,10.89245863,SSP2
TWN,2010,ug/m3,11.25459843,SSP2
UKR,2010,ug/m3,5.097135619,SSP2
USA,2010,ug/m3,6.348949873,SSP2
VNM,2010,ug/m3,23.11036684,SSP2
WAF,2010,ug/m3,26.94437041,SSP2
ARG,2020,ug/m3,4.78631938,SSP2
AUS,2020,ug/m3,4.668912657,SSP2
AUT,2020,ug/m3,4.209260253,SSP2
BGR,2020,ug/m3,6.786160463,SSP2
BLX,2020,ug/m3,4.178295618,SSP2
BRA,2020,ug/m3,4.720179049,SSP2
CAN,2020,ug/m3,4.922993389,SSP2
CHE,2020,ug/m3,5.590351082,SSP2
CHL,2020,ug/m3,23.74894285,SSP2
CHN,2020,ug/m3,25.67607809,SSP2
COR,2020,ug/m3,11.86215572,SSP2
EAF,2020,ug/m3,11.44164527,SSP2
EGY,2020,ug/m3,33.4810334,SSP2
ESP,2020,ug/m3,4.042344454,SSP2
FIN,2020,ug/m3,2.845653156,SSP2
FRA,2020,ug/m3,4.165006039,SSP2
GBR,2020,ug/m3,2.448258831,SSP2
GOLF,2020,ug/m3,38.15224528,SSP2
GRC,2020,ug/m3,7.522183172,SSP2
HUN,2020,ug/m3,5.432008712,SSP2
IDN,2020,ug/m3,9.855357304,SSP2
ITA,2020,ug/m3,7.281035895,SSP2
JPN,2020,ug/m3,8.515150062,SSP2
KAZ,2020,ug/m3,11.39048284,SSP2
MEME,2020,ug/m3,16.78896275,SSP2
MEX,2020,ug/m3,7.087845628,SSP2
MON,2020,ug/m3,13.55885192,SSP2
MYS,2020,ug/m3,6.531094418,SSP2
NDE,2020,ug/m3,34.92047016,SSP2
NOA,2020,ug/m3,16.02270532,SSP2
NOR,2020,ug/m3,2.673169213,SSP2
NZL,2020,ug/m3,10.25901393,SSP2
PAC,2020,ug/m3,5.306345444,SSP2
PHL,2020,ug/m3,5.267532206,SSP2
POL,2020,ug/m3,3.793555246,SSP2
RCAM,2020,ug/m3,8.40571373,SSP2
RCEU,2020,ug/m3,6.911134999,SSP2
RCZ,2020,ug/m3,4.441618675,SSP2
RFA,2020,ug/m3,4.489873589,SSP2
RIS,2020,ug/m3,27.30549669,SSP2
ROM,2020,ug/m3,5.561040806,SSP2
RSA,2020,ug/m3,10.82627251,SSP2
RSAM,2020,ug/m3,5.670911874,SSP2
RSAS,2020,ug/m3,36.04376144,SSP2
RSEA,2020,ug/m3,12.81815553,SSP2
RUE,2020,ug/m3,5.117626081,SSP2
RUS,2020,ug/m3,6.10458698,SSP2
SAF,2020,ug/m3,5.75778861,SSP2
SWE,2020,ug/m3,2.564221793,SSP2
THA,2020,ug/m3,12.7933294,SSP2
TUR,2020,ug/m3,8.446056988,SSP2
TWN,2020,ug/m3,8.295401106,SSP2
UKR,2020,ug/m3,3.802524544,SSP2
USA,2020,ug/m3,5.090787873,SSP2
VNM,2020,ug/m3,21.06636952,SSP2
WAF,2020,ug/m3,27.13366869,SSP2
ARG,2030,ug/m3,4.452359252,SSP2
AUS,2030,ug/m3,4.57810388,SSP2
AUT,2030,ug/m3,4.007099083,SSP2
BGR,2030,ug/m3,6.081174709,SSP2
BLX,2030,ug/m3,3.476558239,SSP2
BRA,2030,ug/m3,4.658062995,SSP2
CAN,2030,ug/m3,5.111841767,SSP2
CHE,2030,ug/m3,8.184070731,SSP2
CHL,2030,ug/m3,23.11386991,SSP2
CHN,2030,ug/m3,22.66389381,SSP2
COR,2030,ug/m3,10.35877122,SSP2
EAF,2030,ug/m3,11.7227411,SSP2
EGY,2030,ug/m3,35.70993763,SSP2
ESP,2030,ug/m3,3.760443489,SSP2
FIN,2030,ug/m3,2.756372388,SSP2
FRA,2030,ug/m3,3.723400735,SSP2
GBR,2030,ug/m3,2.23901394,SSP2
GOLF,2030,ug/m3,36.18625394,SSP2
GRC,2030,ug/m3,6.624090966,SSP2
HUN,2030,ug/m3,4.700003632,SSP2
IDN,2030,ug/m3,9.655442896,SSP2
ITA,2030,ug/m3,6.507865357,SSP2
JPN,2030,ug/m3,7.980108911,SSP2
KAZ,2030,ug/m3,10.85311698,SSP2
MEME,2030,ug/m3,14.81813651,SSP2
MEX,2030,ug/m3,7.4518113,SSP2
MON,2030,ug/m3,12.38907751,SSP2
MYS,2030,ug/m3,6.349492507,SSP2
NDE,2030,ug/m3,38.11768521,SSP2
NOA,2030,ug/m3,16.61973707,SSP2
NOR,2030,ug/m3,3.582041143,SSP2
NZL,2030,ug/m3,10.22576898,SSP2
PAC,2030,ug/m3,5.291628832,SSP2
PHL,2030,ug/m3,5.236237865,SSP2
POL,2030,ug/m3,3.352478307,SSP2
RCAM,2030,ug/m3,8.221601877,SSP2
RCEU,2030,ug/m3,6.170001777,SSP2
RCZ,2030,ug/m3,3.804399598,SSP2
RFA,2030,ug/m3,3.680784711,SSP2
RIS,2030,ug/m3,25.4165456,SSP2
ROM,2030,ug/m3,4.868258272,SSP2
RSA,2030,ug/m3,10.11156979,SSP2
RSAM,2030,ug/m3,5.60627252,SSP2
RSAS,2030,ug/m3,37.68096797,SSP2
RSEA,2030,ug/m3,13.13796331,SSP2
RUE,2030,ug/m3,4.821700285,SSP2
RUS,2030,ug/m3,5.713073605,SSP2
SAF,2030,ug/m3,6.175752332,SSP2
SWE,2030,ug/m3,2.365860506,SSP2
THA,2030,ug/m3,12.63169376,SSP2
TUR,2030,ug/m3,7.52082089,SSP2
TWN,2030,ug/m3,6.883269389,SSP2
UKR,2030,ug/m3,3.459466955,SSP2
USA,2030,ug/m3,4.744165792,SSP2
VNM,2030,ug/m3,20.54446007,SSP2
WAF,2030,ug/m3,28.05646405,SSP2
ARG,2040,ug/m3,4.169570873,SSP2
AUS,2040,ug/m3,4.543472288,SSP2
AUT,2040,ug/m3,3.206280297,SSP2
BGR,2040,ug/m3,5.403858386,SSP2
BLX,2040,ug/m3,2.574436079,SSP2
BRA,2040,ug/m3,4.490433983,SSP2
CAN,2040,ug/m3,4.814420004,SSP2
CHE,2040,ug/m3,5.553815122,SSP2
CHL,2040,ug/m3,21.56009846,SSP2
CHN,2040,ug/m3,21.10690914,SSP2
COR,2040,ug/m3,9.605543077,SSP2
EAF,2040,ug/m3,11.94241893,SSP2
EGY,2040,ug/m3,38.76213977,SSP2
ESP,2040,ug/m3,3.548280693,SSP2
FIN,2040,ug/m3,2.484589217,SSP2
FRA,2040,ug/m3,3.079840785,SSP2
GBR,2040,ug/m3,1.95959756,SSP2
GOLF,2040,ug/m3,34.35012781,SSP2
GRC,2040,ug/m3,6.042176264,SSP2
HUN,2040,ug/m3,3.81749834,SSP2
IDN,2040,ug/m3,9.43639425,SSP2
ITA,2040,ug/m3,5.347464723,SSP2
JPN,2040,ug/m3,7.156306534,SSP2
KAZ,2040,ug/m3,10.37002472,SSP2
MEME,2040,ug/m3,13.11808803,SSP2
MEX,2040,ug/m3,7.382779859,SSP2
MON,2040,ug/m3,11.58620996,SSP2
MYS,2040,ug/m3,6.083219293,SSP2
NDE,2040,ug/m3,39.13102931,SSP2
NOA,2040,ug/m3,17.34742181,SSP2
NOR,2040,ug/m3,2.932090668,SSP2
NZL,2040,ug/m3,10.21213655,SSP2
PAC,2040,ug/m3,5.275458191,SSP2
PHL,2040,ug/m3,5.169927036,SSP2
POL,2040,ug/m3,2.763100591,SSP2
RCAM,2040,ug/m3,8.002231139,SSP2
RCEU,2040,ug/m3,5.419339321,SSP2
RCZ,2040,ug/m3,3.114209116,SSP2
RFA,2040,ug/m3,2.955831021,SSP2
RIS,2040,ug/m3,23.70650127,SSP2
ROM,2040,ug/m3,3.986170277,SSP2
RSA,2040,ug/m3,9.63716823,SSP2
RSAM,2040,ug/m3,6.072860961,SSP2
RSAS,2040,ug/m3,38.46546849,SSP2
RSEA,2040,ug/m3,13.11946622,SSP2
RUE,2040,ug/m3,4.500096706,SSP2
RUS,2040,ug/m3,5.195783858,SSP2
SAF,2040,ug/m3,6.752952775,SSP2
SWE,2040,ug/m3,2.074429798,SSP2
THA,2040,ug/m3,12.33019632,SSP2
TUR,2040,ug/m3,6.745663032,SSP2
TWN,2040,ug/m3,6.110564986,SSP2
UKR,2040,ug/m3,2.835627866,SSP2
USA,2040,ug/m3,4.467624636,SSP2
VNM,2040,ug/m3,19.96714249,SSP2
WAF,2040,ug/m3,28.65647357,SSP2
ARG,2050,ug/m3,4.036290784,SSP2
AUS,2050,ug/m3,4.529757423,SSP2
AUT,2050,ug/m3,2.77206583,SSP2
BGR,2050,ug/m3,4.97801847,SSP2
BLX,2050,ug/m3,2.24473834,SSP2
BRA,2050,ug/m3,4.406762753,SSP2
CAN,2050,ug/m3,4.662933367,SSP2
CHE,2050,ug/m3,4.740314299,SSP2
CHL,2050,ug/m3,20.70739744,SSP2
CHN,2050,ug/m3,19.97456268,SSP2
COR,2050,ug/m3,9.002844362,SSP2
EAF,2050,ug/m3,12.22502635,SSP2
EGY,2050,ug/m3,40.5186797,SSP2
ESP,2050,ug/m3,3.461418072,SSP2
FIN,2050,ug/m3,2.338195262,SSP2
FRA,2050,ug/m3,2.811016745,SSP2
GBR,2050,ug/m3,1.841361923,SSP2
GOLF,2050,ug/m3,33.70968109,SSP2
GRC,2050,ug/m3,5.735217532,SSP2
HUN,2050,ug/m3,3.215104158,SSP2
IDN,2050,ug/m3,9.295171281,SSP2
ITA,2050,ug/m3,4.955472509,SSP2
JPN,2050,ug/m3,7.099248624,SSP2
KAZ,2050,ug/m3,10.08041069,SSP2
MEME,2050,ug/m3,12.48991194,SSP2
MEX,2050,ug/m3,7.020874845,SSP2
MON,2050,ug/m3,11.07392338,SSP2
MYS,2050,ug/m3,5.909720296,SSP2
NDE,2050,ug/m3,39.48898387,SSP2
NOA,2050,ug/m3,17.76025095,SSP2
NOR,2050,ug/m3,2.72849571,SSP2
NZL,2050,ug/m3,10.20861605,SSP2
PAC,2050,ug/m3,5.271112407,SSP2
PHL,2050,ug/m3,5.10590263,SSP2
POL,2050,ug/m3,2.370631666,SSP2
RCAM,2050,ug/m3,7.819988535,SSP2
RCEU,2050,ug/m3,4.989817228,SSP2
RCZ,2050,ug/m3,2.637497792,SSP2
RFA,2050,ug/m3,2.64964957,SSP2
RIS,2050,ug/m3,22.53459121,SSP2
ROM,2050,ug/m3,3.389913718,SSP2
RSA,2050,ug/m3,9.588691119,SSP2
RSAM,2050,ug/m3,5.990248266,SSP2
RSAS,2050,ug/m3,39.89208221,SSP2
RSEA,2050,ug/m3,13.01431782,SSP2
RUE,2050,ug/m3,4.306505486,SSP2
RUS,2050,ug/m3,4.922005814,SSP2
SAF,2050,ug/m3,7.660072684,SSP2
SWE,2050,ug/m3,1.952335728,SSP2
THA,2050,ug/m3,12.06226673,SSP2
TUR,2050,ug/m3,6.314174249,SSP2
TWN,2050,ug/m3,5.755078764,SSP2
UKR,2050,ug/m3,2.719007223,SSP2
USA,2050,ug/m3,4.362707128,SSP2
VNM,2050,ug/m3,19.3521172,SSP2
WAF,2050,ug/m3,29.15680236,SSP2
